au2_center_s,lag_from_base_frames,lag_from_base_ms,ncc
19.275,0.020177592252195797,0.0005604886736721055,0.9886804195573132
19.3,-0.04764229630852511,-0.001323397119681253,0.989305161917638
19.325,0.22948882888726221,0.006374689691312839,0.9855725531177951
19.35,0.253652167300773,0.007045893536132583,0.9875518586909549
19.375,0.20954893902909133,0.005820803861919204,0.9823555759732967
19.4,0.08022226050967625,0.0022283961252687846,0.9798573119565767
19.425,0.07471955404944366,0.002075543168040102,0.9846756651365765
19.45,0.08044499034822876,0.0022345830652285765,0.9595403428489685
19.475,0.11185290039534897,0.0031070250109819157,0.9450437634199159
19.5,0.10400313414082829,0.0028889759483563416,0.9632135608699748
19.525,-0.28575810568290355,-0.00793772515785843,0.9604130294813935
19.55,-2.836366275647527,-0.0787879521013202,0.955974117905636
19.575,-0.12341302691924626,-0.0034281396366457294,0.9806064897566015
19.6,-0.12864885599745382,-0.003573579333262606,0.9779388890683882
19.625,-0.10071736814294183,-0.002797704670637273,0.9795342454364462
